City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,prado,-17.3411,-39.2208,20.33,85,3,1.07,BR,1718167242
283,namibe,-15.1961,12.1522,20.49,71,0,1.66,AO,1718167242
284,sierre,46.2919,7.5356,12.35,76,75,0.51,CH,1718167242
285,baruun-urt,46.6806,113.2792,15.63,75,100,4.82,MN,1718167242
286,robore,-18.3333,-59.75,21.13,60,29,1.66,BO,1718167242
287,constantia,44.1833,28.65,24.28,68,95,3.61,RO,1718167184
288,suhbaatar,50.2314,106.2078,18.47,41,53,4.37,MN,1718167242
289,sahab,31.8721,36.005,23.35,38,0,1.54,JO,1718167242
290,egilsstadir,65.2653,-14.3948,1.95,100,100,2.06,IS,1718167242
291,tamiahua,21.2667,-97.45,26.86,85,100,3.04,MX,1718167242
292,marsassoum,12.8275,-15.9806,27.05,67,100,4.16,SN,1718167242
293,mili,6.0815,171.735,29.08,74,95,5.46,MH,1718167242
294,santana,-0.0583,-51.1817,26.1,94,75,1.54,BR,1718167242
295,rincon,32.296,-81.2354,24.98,78,20,1.54,US,1718167147
296,kuusamo,65.9667,29.1833,11.02,82,75,1.03,FI,1718167243
297,kuruman,-27.4524,23.4325,7.22,53,35,3.12,ZA,1718167243
298,klyuchi,52.2667,79.1667,17.13,68,99,3.72,RU,1718167243
299,wynyard,-41.0,145.7167,10.4,62,24,5.08,AU,1718167243
300,darwin,-12.4611,130.8418,31.08,27,92,5.14,AU,1718167243
301,puerto deseado,-47.7503,-65.8938,5.28,89,26,4.03,AR,1718167243
302,alaghsas,17.0187,8.0168,26.23,57,66,1.25,NE,1718167243
303,prince rupert,54.3161,-130.3201,9.83,88,100,8.23,CA,1718167243
304,orange walk,17.8333,-88.8333,26.12,97,98,1.19,BZ,1718167243
305,manay,7.215,126.5397,29.58,67,92,3.61,PH,1718167243
306,labytnangi,66.6572,66.4183,16.88,51,96,0.8,RU,1718167243
307,piti village,13.4626,144.6933,30.17,85,40,2.06,GU,1718167243
308,ad dilam,23.9915,47.1627,35.23,11,0,4.98,SA,1718167243
309,usinsk,65.9939,57.5281,13.93,64,100,3.13,RU,1718167243
310,qarazhal,48.0078,70.7903,21.49,46,4,6.41,KZ,1718167243
311,galesong,-5.3166,119.3661,32.01,75,91,3.44,ID,1718167243
312,kili,5.6439,169.1211,29.04,76,35,4.61,MH,1718167243
313,weiser,44.251,-116.9693,27.11,46,2,4.5,US,1718167243
314,kill devil hills,36.0307,-75.676,21.66,82,0,3.09,US,1718167243
315,al hadd,26.2456,50.6542,35.99,49,0,2.06,BH,1718167243
316,xinyi,22.373,110.9475,29.87,77,93,5.43,CN,1718167243
317,tukrah,32.5341,20.5791,31.69,24,0,3.12,LY,1718167243
318,anse royale,-4.7333,55.5167,27.32,83,20,1.54,SC,1718167244
319,kodiak,57.79,-152.4072,7.73,87,100,4.12,US,1718167244
320,malpe,13.35,74.7167,25.61,80,100,0.79,IN,1718167152
321,plettenberg bay,-34.0527,23.3716,14.3,69,26,2.88,ZA,1718167244
322,east london,-33.0153,27.9116,23.52,25,0,5.66,ZA,1718167207
323,broken hill,-31.95,141.4333,16.84,52,5,7.39,AU,1718167244
324,alice springs,-23.7,133.8833,24.75,23,0,4.63,AU,1718167244
325,mesyagutovo,55.5303,58.2528,23.45,67,79,4.01,RU,1718167244
326,bonab,37.3404,46.0561,20.25,52,40,2.06,IR,1718167244
327,fada,9.5667,8.3,19.22,98,93,0.68,NG,1718167244
328,iskateley,67.6803,53.1512,10.01,76,100,2.24,RU,1718167244
329,denov,38.2667,67.9,36.15,18,5,1.25,UZ,1718167244
330,lamu,-2.2717,40.902,26.26,78,61,7.82,KE,1718167244
331,nizhneangarsk,55.7833,109.55,10.0,77,71,0.89,RU,1718167180
332,bowen,-20.0167,148.2333,22.7,51,0,4.6,AU,1718167244
333,saint-philippe,-21.3585,55.7679,22.77,83,100,8.78,RE,1718167244
334,sandnessjoen,66.0217,12.6316,8.29,93,75,2.06,NO,1718167244
335,seversk,56.6006,84.8864,24.49,51,25,4.24,RU,1718167244
336,am timan,11.0297,20.2827,26.16,66,99,1.5,TD,1718167244
337,puerto baquerizo moreno,-0.9,-89.6,20.7,91,13,3.98,EC,1718167244
338,essaouira,31.5125,-9.77,18.72,77,0,4.63,MA,1718167244
339,indramayu,-6.3264,108.32,29.97,67,61,3.37,ID,1718167244
340,orkney,-26.9802,26.6727,5.3,59,43,2.96,ZA,1718167244
341,st. john's,47.5649,-52.7093,14.04,90,75,8.23,CA,1718167005
342,baltasi,56.3462,50.2062,24.36,66,83,6.49,RU,1718167244
343,portstewart,55.1813,-6.714,9.39,68,98,5.47,GB,1718167245
344,fremantle,-32.05,115.7667,19.95,76,40,2.57,AU,1718167245
345,hammerfest,70.6634,23.6821,9.25,93,75,1.03,NO,1718167245
346,praia da vitoria,38.7333,-27.0667,17.14,94,20,1.79,PT,1718167245
347,leticia,-4.2153,-69.9406,24.03,100,0,0.0,CO,1718167103
348,hithadhoo,-0.6,73.0833,28.5,73,95,2.52,MV,1718167245
349,saint-gaudens,43.0833,0.6667,11.68,98,100,1.47,FR,1718167245
350,padang,-0.9492,100.3543,32.03,70,95,2.32,ID,1718167245
351,freetown,8.484,-13.2299,26.23,87,87,2.45,SL,1718167245
352,fort mcmurray,56.7268,-111.381,16.77,63,100,2.06,CA,1718167245
353,ayorou,14.7308,0.9174,28.12,57,73,6.22,NE,1718167245
354,nuevo san juan parangaricutiro,19.4,-102.1333,18.83,74,95,0.77,MX,1718167245
355,ochakiv,46.6128,31.5498,21.64,82,35,2.65,UA,1718167245
356,sierra grande,-41.606,-65.3557,13.01,69,100,6.34,AR,1718167245
357,yoloten,37.2989,62.3597,37.41,16,10,4.55,TM,1718167245
358,santanyi,39.3546,3.1291,18.23,78,100,3.73,ES,1718167245
359,aykhal,66.0,111.5,23.16,29,70,3.79,RU,1718167245
360,tralee,52.2704,-9.7026,5.9,93,16,1.19,IE,1718167245
361,tolanaro,-25.0319,46.9987,20.04,88,75,6.17,MG,1718167130
362,carbonear,47.7332,-53.2148,14.3,96,100,3.87,CA,1718167245
363,la ronge,55.1001,-105.2842,10.14,81,20,0.51,CA,1718167245
364,sohar,24.3643,56.7468,41.01,13,4,6.17,OM,1718167245
365,sovetskaya gavan',48.9723,140.2878,10.06,92,100,3.88,RU,1718167245
366,kalabo,-14.97,22.6814,7.56,74,0,2.28,ZM,1718167245
367,tazovsky,67.4667,78.7,9.35,48,97,2.46,RU,1718167245
368,saint-joseph,-21.3667,55.6167,22.21,79,99,7.79,RE,1718167245
369,la sarre,48.8002,-79.1996,9.75,80,4,3.65,CA,1718167246
370,hirara,24.8,125.2833,30.92,94,75,9.77,JP,1718167246
371,kiunga,-6.1219,141.2906,25.59,93,100,1.77,PG,1718167246
372,creel,27.75,-107.6333,17.7,33,85,1.32,MX,1718167246
373,baoding,38.8511,115.4903,40.25,16,28,2.85,CN,1718167092
374,sao jose da coroa grande,-8.8978,-35.1478,25.33,82,44,4.21,BR,1718167246
375,luderitz,-26.6481,15.1594,13.94,77,82,4.41,NA,1718167246
376,fort bragg,35.139,-79.006,23.91,73,40,2.06,US,1718167246
377,zawiya,32.7522,12.7278,31.76,34,100,2.37,LY,1718167246
378,jaciara,-15.9653,-54.9683,18.26,51,20,1.22,BR,1718167246
379,kourou,5.1552,-52.6478,25.03,96,100,2.3,GF,1718167077
380,puerto aysen,-45.4,-72.7,7.25,100,98,0.79,CL,1718167147
381,port augusta,-32.5,137.7667,17.42,68,94,2.17,AU,1718167246
382,las tablas,7.7667,-80.2833,25.86,89,100,1.36,PA,1718167246
383,olonkinbyen,70.9221,-8.7187,-0.84,81,80,3.24,SJ,1718167246
384,safi,32.1667,-8.8333,15.45,87,0,3.03,MA,1718167246
385,saudarkrokur,65.7461,-19.6394,9.13,69,8,1.95,IS,1718167246
386,salahonda,2.1019,-78.7217,26.44,83,99,4.83,CO,1718167246
387,lathrop,37.8227,-121.2766,32.01,45,0,3.09,US,1718167246
388,ustka,54.5805,16.8619,10.36,88,53,7.68,PL,1718167246
389,mashhad,36.297,59.6062,31.08,35,0,2.06,IR,1718167246
390,toamasina,-18.1667,49.3833,22.0,88,75,5.14,MG,1718167246
391,oum hadjer,13.2954,19.6966,28.51,47,96,2.91,TD,1718167246
392,san lawrenz,36.0553,14.204,22.67,93,69,5.63,MT,1718167246
393,belaya kholunitsa,58.84,50.8528,24.5,66,93,5.47,RU,1718167246
394,hanceville,34.0607,-86.7675,18.06,77,100,2.14,US,1718167246
395,shalqar,47.8333,59.6,28.48,29,72,3.99,KZ,1718167247
396,mahina,-17.5065,-149.489,25.87,69,40,1.03,PF,1718167247
397,greenville,35.6127,-77.3663,21.19,81,0,2.06,US,1718167247
398,kununurra,-15.7667,128.7333,29.99,26,19,3.6,AU,1718166970
399,clanton,32.8387,-86.6294,21.01,74,100,0.45,US,1718167247
400,kralendijk,12.15,-68.2667,28.99,79,100,9.26,BQ,1718167247
401,greencastle,39.6445,-86.8647,16.03,85,0,1.54,US,1718167247
402,kolokani,13.5728,-8.0339,29.59,45,95,3.34,ML,1718167247
403,nicoya,10.1483,-85.452,24.43,95,100,0.76,CR,1718167247
404,pizarro,4.9533,-77.366,25.82,85,100,0.14,CO,1718167247
405,khorixas,-20.3667,14.9667,15.32,32,0,6.98,NA,1718167247
406,mufulira,-12.5498,28.2407,8.55,74,3,1.95,ZM,1718167247
407,berezovyy,51.6667,135.7,8.52,96,100,1.06,RU,1718167247
408,calbuco,-41.768,-73.1273,12.56,89,96,4.83,CL,1718167247
409,qurayyat,31.3318,37.3428,22.1,37,0,3.09,SA,1718167247
410,brokopondo,4.75,-55.1667,24.72,91,100,2.76,SR,1718167247
411,sault ste. marie,46.5168,-84.3333,13.16,75,100,2.06,CA,1718166986
412,miquelon,47.0975,-56.3814,7.0,96,100,1.78,PM,1718167101
413,karimganj,24.8667,92.35,31.13,77,94,1.23,IN,1718167248
414,hagenow,53.4333,11.1833,10.21,94,93,4.25,DE,1718167248
415,hacienda huancane,-15.8222,-70.8856,2.68,50,100,1.32,PE,1718167248
416,minas de marcona,-15.2119,-75.1103,12.56,83,73,1.62,PE,1718167248
417,pomerode,-26.7406,-49.1769,22.06,98,78,0.17,BR,1718167248
418,agaro,7.85,36.65,18.04,94,82,0.57,ET,1718167248
419,paramonga,-10.6667,-77.8333,17.44,88,94,3.46,PE,1718167248
420,yamoussoukro,6.8206,-5.2767,23.94,94,40,2.06,CI,1718167248
421,bridgewater,44.3835,-64.5155,12.84,93,2,1.03,CA,1718167248
422,callao,-12.0667,-77.15,18.73,82,100,2.57,PE,1718167068
423,reyes,-14.3167,-67.3833,23.53,73,81,1.16,BO,1718167248
424,masterton,-40.9597,175.6575,11.05,66,54,0.81,NZ,1718167248
425,lihue,21.9789,-159.3672,29.58,83,100,7.2,US,1718167172
426,jinka,5.65,36.65,18.22,82,97,1.72,ET,1718167248
427,ulsteinvik,62.3432,5.8487,10.97,76,94,3.13,NO,1718167248
428,richards bay,-28.783,32.0377,15.65,65,59,7.31,ZA,1718167248
429,klaksvik,62.2266,-6.589,8.51,84,100,5.17,FO,1718167248
430,cockburn town,21.4612,-71.1419,27.55,90,100,9.55,TC,1718167248
431,selfoss,63.9331,-20.9971,7.8,88,59,3.44,IS,1718167248
432,bagli,22.65,76.35,35.02,36,20,6.5,IN,1718167248
433,colchani,-20.3,-66.9333,1.84,33,4,1.2,BO,1718167248
434,ponta delgada,37.7333,-25.6667,18.44,82,20,2.57,PT,1718167248
435,gwanda,-20.9333,29.0,6.76,81,0,1.23,ZW,1718167248
436,yermentau,51.6214,73.1069,13.14,87,100,6.63,KZ,1718167248
437,el bauga,18.262,33.9081,33.01,10,69,5.95,SD,1718167249
438,safford,32.834,-109.7076,32.51,13,0,3.09,US,1718167249
439,manokwari,-0.8667,134.0833,28.05,75,100,2.6,ID,1718167249
440,griffith,41.5284,-87.4237,21.7,61,100,2.06,US,1718167249
441,tomatlan,19.9333,-105.25,24.76,86,69,0.48,MX,1718167249
442,arno,60.1167,18.6333,10.44,77,77,2.57,SE,1718167249
443,antalaha,-14.9003,50.2788,22.66,88,100,1.77,MG,1718167249
444,khilok,51.3674,110.4676,10.76,82,100,4.35,RU,1718167249
445,zuwarah,32.9312,12.082,23.57,82,94,9.48,LY,1718167249
446,howard springs,-12.497,131.047,31.04,33,69,1.87,AU,1718167249
447,lumut,4.2323,100.6298,34.01,62,20,2.06,MY,1718167249
448,withernsea,53.7311,0.0335,9.97,82,100,3.03,GB,1718167249
449,whangarei,-35.7317,174.3239,11.34,77,61,0.3,NZ,1718167023
450,hunstanton,52.95,0.5,11.73,81,74,0.45,GB,1718167249
451,dakhla,23.6848,-15.958,19.11,85,0,10.34,EH,1718167249
452,palmer,42.1584,-72.3287,16.9,77,0,0.0,US,1718166962
453,aioun,16.6614,-9.6149,31.97,21,16,0.77,MR,1718167249
454,mukdahan,16.5833,104.5,31.99,61,93,6.82,TH,1718167249
455,vanimo,-2.6741,141.3028,29.24,77,91,2.28,PG,1718167249
456,dingwall,57.5953,-4.4272,8.37,83,87,1.35,GB,1718167250
457,hami,42.8,93.45,35.25,13,40,4.3,CN,1718167250
458,angaur state,6.906,134.13,28.81,73,93,2.38,PW,1718167250
459,sachin,21.0833,72.8833,32.94,58,40,5.14,IN,1718167152
460,el tigre,8.8875,-64.2454,24.58,88,100,6.19,VE,1718167250
461,idrinskoye,54.3708,92.1358,16.09,58,0,0.94,RU,1718167250
462,yunyang,33.4474,112.7142,38.4,24,2,4.27,CN,1718167250
463,verkhovyna,48.1557,24.7911,10.68,99,100,1.26,UA,1718167250
464,kalix,65.853,23.1565,11.54,82,74,2.16,SE,1718167250
465,dalandzadgad,43.5708,104.425,26.22,28,16,6.38,MN,1718167250
466,voranava,54.1483,25.3131,11.61,87,15,3.62,BY,1718167250
467,nandyal,15.4833,78.4833,25.8,78,100,5.44,IN,1718167250
468,magole,-6.3667,37.3667,20.27,63,66,1.3,TZ,1718167250
469,taltal,-25.4,-70.4833,15.86,78,23,0.92,CL,1718167250
470,zhalantun,48.0,122.7167,24.38,33,87,3.78,CN,1718167250
471,kencong,-8.2833,113.3667,28.7,70,31,3.98,ID,1718167250
472,gebeit,21.0667,36.3167,30.5,15,1,3.05,SD,1718167250
473,piacabucu,-10.4056,-36.4344,23.46,90,60,2.28,BR,1718167250
474,saint croix,17.7397,-64.7388,27.25,85,40,3.6,VI,1718167250
475,byron bay,-28.65,153.6167,23.17,43,44,5.33,AU,1718167250
476,dolinsk,47.35,142.8,11.51,99,100,2.77,RU,1718167251
477,meridian,43.6121,-116.3915,27.88,40,0,5.14,US,1718167119
478,salekhard,66.53,66.6019,16.89,51,93,1.79,RU,1718167251
479,buala,-8.145,159.5921,28.75,76,78,1.54,SB,1718167251
480,amungan,15.3652,119.9582,30.85,72,49,3.56,PH,1718167251
481,conception bay south,47.4999,-52.9981,13.91,90,100,3.95,CA,1718167251
482,yarmouth,41.7057,-70.2286,16.09,91,0,1.79,US,1718167126
483,souillac,-20.5167,57.5167,24.21,73,40,7.72,MU,1718167251
484,lethem,3.3803,-59.7968,24.4,89,100,3.14,GY,1718167251
485,ciudad lazaro cardenas,17.9583,-102.2,26.16,80,57,0.45,MX,1718167251
486,korla,41.7597,86.1469,31.85,20,20,3.69,CN,1718167151
487,kudahuvadhoo,2.6708,72.8944,28.73,76,96,5.33,MV,1718167251
488,west melbourne,28.0717,-80.6534,25.99,88,75,6.17,US,1718167251
489,makueni boma,-1.8041,37.6203,17.45,72,64,0.93,KE,1718167251
490,concepcion,-36.827,-73.0498,13.89,94,100,11.83,CL,1718167158
491,chonchi,-42.6128,-73.8092,11.56,97,100,2.16,CL,1718167251
492,g'azalkent,41.5581,69.7708,30.73,29,2,2.47,UZ,1718167251
493,balvi,57.1313,27.2658,10.87,93,42,4.09,LV,1718167251
494,san juan,-31.5375,-68.5364,13.73,48,6,1.84,AR,1718167081
495,buenaventura,3.8801,-77.0312,24.43,92,83,0.87,CO,1718167251
496,mandiana,10.6333,-8.6833,24.03,90,93,2.13,GN,1718167251
497,shanwei,22.782,115.3475,29.05,81,62,5.83,CN,1718167251
498,mar del plata,-38.0023,-57.5575,13.94,89,0,3.09,AR,1718167030
499,mil'kovo,55.6078,37.7956,21.91,84,26,1.95,RU,1718167251
500,lake city,30.1897,-82.6393,25.84,91,100,2.57,US,1718167174
501,mujiayingzi,42.1167,118.7833,27.16,40,7,2.16,CN,1718167251
502,jijiga,9.35,42.8,18.28,76,97,10.01,ET,1718167252
503,zhenlai,45.8495,123.2973,27.17,31,36,4.07,CN,1718167252
504,smithers,54.7804,-127.1743,12.18,87,75,1.03,CA,1718167252
505,beykonak,36.3257,30.303,30.05,49,2,1.54,TR,1718167252
506,domna,51.8971,113.1573,16.09,67,40,5.0,RU,1718167252
507,hassi messaoud,31.6804,6.0729,31.92,27,40,2.06,DZ,1718167252
508,margate,51.3813,1.3862,10.94,76,56,1.79,GB,1718167252
509,bokovskaya,49.229,41.8306,22.14,65,72,2.87,RU,1718167252
510,hopelchen,19.7667,-89.85,25.02,98,100,1.27,MX,1718167252
511,holualoa,19.6228,-155.9522,24.91,93,75,3.6,US,1718167252
512,kolonia town,6.964,158.206,32.06,74,100,5.14,FM,1718167252
513,itamaraca,-7.7478,-34.8256,24.03,87,36,3.67,BR,1718167252
514,chemin grenier,-20.4872,57.4656,23.77,75,69,7.08,MU,1718167252
515,nikolayevsk-on-amure,53.1406,140.73,6.79,98,100,1.79,RU,1718167252
516,berdigestyakh,62.0989,126.6992,22.72,26,78,4.73,RU,1718167252
517,rozhdestveno,53.2375,50.0597,26.55,48,0,2.39,RU,1718167252
518,shirwal,18.1333,73.9833,24.65,80,100,2.77,IN,1718167252
519,kilis,36.7161,37.115,28.13,44,0,3.47,TR,1718167252
520,gamba,-2.65,10.0,21.44,94,52,0.89,GA,1718167252
521,pechora,65.1472,57.2244,14.92,73,100,3.13,RU,1718167252
522,labrador city,52.9463,-66.9114,10.66,57,0,1.03,CA,1718167252
523,bikenibeu village,1.3673,173.1241,29.98,74,75,4.12,KI,1718167252
524,mandalgovi,45.7625,106.2708,21.46,38,42,5.96,MN,1718167253
525,cabedelo,-6.9811,-34.8339,24.37,88,54,4.38,BR,1718167253
526,vila velha,-20.3297,-40.2925,17.97,94,0,1.03,BR,1718167204
527,san jose,37.3394,-121.895,26.08,59,20,4.12,US,1718167005
528,kittila,67.6647,24.8936,14.23,71,0,2.57,FI,1718167253
529,kastsyukovichy,53.3516,32.0506,18.39,95,82,2.65,BY,1718167253
530,victoria,22.2855,114.1577,32.03,82,96,7.15,HK,1718167101
531,kingscliff,-28.2667,153.5667,24.29,41,60,4.63,AU,1718167253
532,mugia,43.1041,-9.2179,12.17,78,37,7.32,ES,1718167253
533,bajina basta,43.9708,19.5675,18.37,91,46,1.26,RS,1718167253
534,kavaratti,10.5669,72.642,28.6,81,100,6.79,IN,1718167153
535,jalasjarvi,62.5,22.75,10.61,79,14,2.13,FI,1718167253
536,zhezqazghan,47.7833,67.7667,24.32,31,20,8.0,KZ,1718167253
537,khanty-mansiysk,61.0042,69.0019,21.06,49,0,2.0,RU,1718167253
538,ndioum,16.5129,-14.6471,29.94,32,2,4.24,SN,1718167253
539,atherton,53.5237,-2.4935,10.68,90,99,0.45,GB,1718167253
540,alderetes,-26.8167,-65.1333,15.15,88,0,1.83,AR,1718167253
541,moranbah,-22.0016,148.0466,28.01,19,0,4.43,AU,1718167253
542,valparaiso,-33.0393,-71.6273,15.0,78,75,1.03,CL,1718167112
543,zhaotong,27.3167,103.7167,19.41,73,100,2.4,CN,1718167150
544,dickinson,29.4608,-95.0513,27.21,87,40,4.12,US,1718167253
545,golere,16.2557,-14.1017,28.58,36,38,7.56,SN,1718167253
546,nemuro,43.3236,145.575,14.63,91,61,6.25,JP,1718167253
547,kegeyli shahar,42.7767,59.6078,29.05,21,86,6.69,UZ,1718167254
548,lensk,60.7253,114.9278,26.36,26,24,3.77,RU,1718167254
549,xai-xai,-25.0519,33.6442,15.99,87,25,1.92,MZ,1718167254
550,kamaishi,39.2667,141.8833,24.92,61,21,3.06,JP,1718167254
551,berja,36.8469,-2.9497,18.2,81,31,1.2,ES,1718167254
552,melekeok village,7.4957,134.6367,34.31,55,75,2.57,PW,1718167254
553,two rivers,44.1539,-87.5693,15.21,93,0,2.06,US,1718167254
554,puerto francisco de orellana,-0.4667,-76.9667,21.4,99,81,0.56,EC,1718167254
555,latakia,35.5148,35.7768,22.1,69,0,1.97,SY,1718167254
556,shumikha,55.2261,63.2961,23.4,65,77,3.48,RU,1718167254
557,kayyerkan,69.3786,87.7439,6.49,73,100,1.63,RU,1718167254
558,betare oya,5.6,14.0833,19.11,92,76,1.04,CM,1718167254
559,alterosa,-21.2492,-46.1431,12.41,70,2,1.09,BR,1718167254
560,chibougamau,49.9168,-74.3659,12.79,88,0,3.09,CA,1718167254
561,sona,45.4388,10.8255,16.98,93,75,1.03,IT,1718167254
562,thunder bay,48.4001,-89.3168,9.99,93,40,2.06,CA,1718166962
563,port moresby,-9.4431,147.1797,30.68,70,40,7.72,PG,1718167254
